,Speed,Travel
0,303.75,50.625
1,428.5148772213164,71.41914620355273
2,353.0779835956924,58.84633059928206
3,580.3533944933902,96.72556574889836
4,398.9514381475516,66.49190635792526
5,467.0770814330333,77.84618023883888
6,526.5550778408654,87.75917964014421
7,1345.3211512497671,224.2201918749612
8,1029.5163913216727,171.58606522027875
9,988.6638710906756,164.77731184844592
10,1378.306569671639,229.7177616119398
11,45.16912662427714,7.528187770712856
12,19.999999999999545,3.3333333333332575
13,40.5,6.75
14,1587.9619209855132,264.6603201642522
15,1919.2980650487827,319.8830108414638
16,870.9796567658742,145.1632761276457
17,2436.4923686521165,406.0820614420194
18,20.25,3.375
19,1741.4942578142484,290.2490429690414
20,1878.5368142519872,313.08946904199786
21,2486.5351506994753,414.42252511657915
22,1256.50932082889,209.4182201381483
23,2121.8670569566702,353.64450949277835
24,20.25,3.375
25,20.25,3.375
26,473.3605919381117,78.89343198968528
27,2807.9403483692463,467.990058061541
28,2512.0416124140943,418.6736020690157
29,1237.7556554102268,206.2926092350378
30,20.25,3.375
31,0.0,0.0
32,0.0,0.0
33,1982.6826681292198,330.44711135486995
34,1581.3463409386327,263.5577234897721
35,2486.316602928919,414.38610048815315
36,0.0,0.0
37,28.46159693341155,4.743599488901925
38,39.99999999999909,6.666666666666515
39,869.338973013404,144.88982883556733
40,2174.128791033319,362.3547985055531
41,2754.8119831487593,459.1353305247932
42,201.6035713969373,33.60059523282288
43,63.32505428343509,10.554175713905847
44,19.999999999999545,3.3333333333332575
45,223.64606524595953,37.27434420765992
46,2929.522188002679,488.25369800044643
47,1283.9982720003945,213.99971200006573
48,3147.52287521473,524.5871458691216
49,40.000000000000455,6.6666666666667425
50,99.99999999999977,16.66666666666663
51,39.99999999999977,6.666666666666629
52,60.0,10.0
53,183.34410953177644,30.557351588629405
54,778.248072596392,129.70801209939867
55,1275.9067608959522,212.651126815992
56,377.9685833505215,62.99476389175358
57,284.20459179963996,47.36743196660666
58,135.50737987283202,22.58456331213867
59,72.38957107208194,12.064928512013655
60,44.83372056834048,7.47228676139008
61,275.1373520625651,45.856225343760855
62,433.62721605083823,72.2712026751397
